Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
247,7.0,0.0,0.0,46.0,2.0,25.0,5979.0,0.0,35.12123764337279,35.12123764337279,0.0,3663.977150917053,,,,,,,,,,,,,,,,,,,,,12.12646724415574,10.822335401449273,31.512084750253177,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,7.0,0.0,0.0,59.0,3.0,13.0,5992.0,0.0,22.646374589652396,22.646374589652396,0.0,3668.278035402298,,,,,,,,,,,,,,,,,,,,,12.048361340212326,6.075892033111131,20.919832129981177,2.237304292065387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,7.0,0.0,0.0,97.0,4.0,38.0,6030.0,0.0,36.11593805931885,36.11593805931885,0.0,3676.023682832718,,,,,,,,,,,,,,,,,,,,,13.377365487715872,9.564457316874178,29.365188210281943,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,7.0,0.0,0.0,132.0,5.0,35.0,6065.0,0.0,64.7855734697139,64.7855734697139,0.0,3682.543813228607,,,,,,,,,,,,,,,,,,,,,26.843553454718098,18.48140084706466,52.248404139232505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,7.0,0.0,0.0,162.0,6.0,30.0,6095.0,0.0,66.25774867394371,66.25774867394371,0.0,3688.9878504276276,,,,,,,,,,,,,,,,,,,,,22.52915954320749,20.36379177203742,57.84186851452016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,7.0,0.0,0.0,181.0,7.0,19.0,6114.0,0.0,20.6091920357663,20.6091920357663,0.0,3693.7865200042725,,,,,,,,,,,,,,,,,,,,,7.132749880897889,6.377729046840706,19.14644368029107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,7.0,0.0,0.0,201.0,8.0,20.0,6134.0,0.0,41.650916877982176,41.650916877982176,0.0,3698.5719723701477,,,,,,,,,,,,,,,,,,,,,15.892420918832716,13.759864295338325,38.015089904230834,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,7.0,0.0,0.0,228.0,9.0,27.0,6161.0,0.0,30.856823698427714,30.856823698427714,0.0,3704.1151645183563,,,,,,,,,,,,,,,,,,,,,8.871587883787416,9.067795881696314,28.10052369862021,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,7.0,0.0,0.0,250.0,10.0,22.0,6183.0,0.0,19.008035776525105,19.008035776525105,0.0,3708.9926240444183,,,,,,,,,,,,,,,,,,,,,5.9592752271386935,6.115542638611423,17.56445664827161,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,7.0,0.0,0.0,268.0,11.0,18.0,6201.0,0.0,18.60483058486845,18.60483058486845,0.0,3713.776533603668,,,,,,,,,,,,,,,,,,,,,7.755102725491824,6.177294810932059,17.01765348139417,0.1622683389093473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,7.0,0.0,0.0,276.0,12.0,8.0,6209.0,0.0,14.004515117275522,14.004515117275522,0.0,3716.5162675380707,,,,,,,,,,,,,,,,,,,,,8.807275671190457,3.60961200257402,13.344989086791898,3.1789275951948066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,7.0,0.0,0.0,304.0,13.0,28.0,6237.0,0.0,50.82156072066586,50.82156072066586,0.0,3722.1094341278076,,,,,,,,,,,,,,,,,,,,,16.720540952007948,15.567033667026228,45.143068381893414,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,7.0,0.0,0.0,322.0,14.0,18.0,6255.0,0.0,19.817611747235375,19.817611747235375,0.0,3726.7513897418976,,,,,,,,,,,,,,,,,,,,,7.753431816572185,6.409914125053332,18.268118381572194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,7.0,0.0,0.0,352.0,15.0,30.0,6285.0,0.0,95.32975709866895,95.32975709866895,0.0,3733.103766441345,,,,,,,,,,,,,,,,,,,,,42.82638624627011,23.768057974372976,78.39200524398709,2.37833121894675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,7.0,0.0,0.0,371.0,16.0,19.0,6304.0,0.0,40.289810497875166,40.289810497875166,0.0,3738.1102135181427,,,,,,,,,,,,,,,,,,,,,19.154066539753632,9.730773510892217,35.89981863386882,2.3661390004438383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,7.0,0.0,0.0,385.0,17.0,14.0,6318.0,0.0,21.288147559553032,21.288147559553032,0.0,3742.268523454666,,,,,,,,,,,,,,,,,,,,,10.982947082632512,6.421085872575671,19.56425434533248,0.9470096806926581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,7.0,0.0,0.0,416.0,18.0,31.0,6349.0,0.0,57.090586282935945,57.090586282935945,0.0,3748.403731584549,,,,,,,,,,,,,,,,,,,,,23.307416359172397,15.680338685011677,47.672073669427995,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,7.0,0.0,0.0,436.0,19.0,20.0,6369.0,0.0,29.5034679587248,29.5034679587248,0.0,3753.5298602581024,,,,,,,,,,,,,,,,,,,,,12.767783777040929,8.917892565113313,26.461009379899014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,7.0,0.0,0.0,464.0,20.0,28.0,6397.0,0.0,56.43336269554388,56.43336269554388,0.0,3758.9819555282593,,,,,,,,,,,,,,,,,,,,,20.53418718247458,16.44012576586576,49.27620302394244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,7.0,0.0,0.0,484.0,21.0,20.0,6417.0,0.0,40.471308356784505,40.471308356784505,0.0,3763.696541070938,,,,,,,,,,,,,,,,,,,,,14.754714043993099,13.170789830197402,37.15106716852954,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,7.0,0.0,0.0,502.0,22.0,18.0,6435.0,0.0,24.084033369443496,24.084033369443496,0.0,3768.067575931549,,,,,,,,,,,,,,,,,,,,,7.74276784727833,7.854436424664003,22.668438816437774,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,7.0,0.0,0.0,517.0,23.0,15.0,6450.0,0.0,21.605662545322428,21.605662545322428,0.0,3772.60604929924,,,,,,,,,,,,,,,,,,,,,11.561739716510198,5.484819440820118,19.58748858162554,2.1663070772395416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,7.0,0.0,0.0,547.0,24.0,30.0,6480.0,0.0,42.13893411352144,42.13893411352144,0.0,3778.718926668167,,,,,,,,,,,,,,,,,,,,,17.521371084039515,11.782417630296905,35.30553956628993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,7.0,0.0,0.0,583.0,25.0,36.0,6516.0,0.0,49.31398551458647,49.31398551458647,0.0,3785.6113975048065,,,,,,,,,,,,,,,,,,,,,18.694396465325937,14.812241146423561,40.42259416456026,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,7.0,0.0,0.0,628.0,26.0,45.0,6561.0,0.0,123.44009715674476,123.44009715674476,0.0,3793.9285686016083,,,,,,,,,,,,,,,,,,,,,44.914725810497174,30.921142292991092,95.98047590472223,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,7.0,0.0,0.0,647.0,27.0,19.0,6580.0,0.0,27.505982955771085,27.505982955771085,0.0,3798.167116880417,,,,,,,,,,,,,,,,,,,,,8.271323975077927,8.978655328462144,25.920436623333632,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,7.0,0.0,0.0,670.0,28.0,23.0,6603.0,0.0,19.511714329839858,19.511714329839858,0.0,3802.5277695655823,,,,,,,,,,,,,,,,,,,,,5.377362342471186,6.065538212000167,18.19838111952103,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,7.0,0.0,0.0,692.0,29.0,22.0,6625.0,0.0,36.5304180741343,36.5304180741343,0.0,3806.73796415329,,,,,,,,,,,,,,,,,,,,,13.065302789919247,11.697106681136587,33.20762519360041,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,7.0,0.0,0.0,711.0,30.0,19.0,6644.0,0.0,20.049194047406104,20.049194047406104,0.0,3810.6334347724915,,,,,,,,,,,,,,,,,,,,,6.751834801687837,6.5961109443279735,18.6811524429128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,7.0,0.0,0.0,726.0,31.0,15.0,6659.0,0.0,31.91051936403937,31.91051936403937,0.0,3814.2211067676544,,,,,,,,,,,,,,,,,,,,,17.682846930702357,9.156252034008794,28.789073467114676,1.705343267604376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,7.0,0.0,0.0,754.0,32.0,28.0,6687.0,0.0,49.165828583688544,49.165828583688544,0.0,3819.2606682777405,,,,,,,,,,,,,,,,,,,,,18.86016828241481,15.95183042950034,42.51030215163939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,7.0,0.0,0.0,784.0,33.0,30.0,6717.0,0.0,57.796320139519494,57.796320139519494,0.0,3824.1917011737823,,,,,,,,,,,,,,,,,,,,,20.557565003065932,16.935340421264602,50.03521439680469,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,7.0,0.0,0.0,823.0,34.0,39.0,6756.0,0.0,57.517314891546654,57.517314891546654,0.0,3831.5968046188354,,,,,,,,,,,,,,,,,,,,,26.807138000381876,11.144638520825714,43.11900761300034,2.99838080202136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,7.0,0.0,0.0,869.0,35.0,46.0,6802.0,0.0,90.15438242884159,90.15438242884159,0.0,3839.806148290634,,,,,,,,,,,,,,,,,,,,,29.971180820880605,24.438467746457984,71.6063466334447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,8.0,0.0,0.0,53.0,1.0,53.0,6855.0,0.0,104.51162698751163,104.51162698751163,0.0,4184.53129196167,,,,,,,,,,,,,,,,,,,,,34.98824620632423,23.69583648892248,79.04967533663203,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,8.0,0.0,0.0,67.0,2.0,14.0,6869.0,0.0,20.547003915510942,20.547003915510942,0.0,4187.8163986206055,,,,,,,,,,,,,,,,,,,,,10.291020029276565,5.697249476954951,18.950129824899243,1.3557965211182763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8.0,0.0,0.0,100.0,3.0,33.0,6902.0,0.0,52.61939783040623,52.61939783040623,0.0,4193.447522878647,,,,,,,,,,,,,,,,,,,,,20.871135020657114,14.233443274643376,43.5859578913973,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,8.0,0.0,0.0,115.0,4.0,15.0,6917.0,0.0,13.658808490182526,13.658808490182526,0.0,4197.870206594467,,,,,,,,,,,,,,,,,,,,,4.090442731349957,4.897248606086396,13.129386354328934,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,8.0,0.0,0.0,135.0,5.0,20.0,6937.0,0.0,38.3132216367784,38.3132216367784,0.0,4202.28941488266,,,,,,,,,,,,,,,,,,,,,13.719995689276436,12.171527747990664,35.24669322064002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,8.0,0.0,0.0,158.0,6.0,23.0,6960.0,0.0,46.62163513529197,46.62163513529197,0.0,4207.594623327255,,,,,,,,,,,,,,,,,,,,,16.110031358802917,14.774777870803133,42.323867470437214,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,8.0,0.0,0.0,186.0,7.0,28.0,6988.0,0.0,42.361481381062546,42.361481381062546,0.0,4212.574363946915,,,,,,,,,,,,,,,,,,,,,13.91118464565229,12.092782571702713,37.63949994062055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,8.0,0.0,0.0,214.0,8.0,28.0,7016.0,0.0,45.163447251561735,45.163447251561735,0.0,4219.15653014183,,,,,,,,,,,,,,,,,,,,,19.665533951414574,12.830865278442467,38.036458545149436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,8.0,0.0,0.0,243.0,9.0,29.0,7045.0,0.0,39.09555593709882,39.09555593709882,0.0,4225.6002151966095,,,,,,,,,,,,,,,,,,,,,16.727954789305144,10.646834435515881,32.79537798320089,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,8.0,0.0,0.0,261.0,10.0,18.0,7063.0,0.0,18.723019878922123,18.723019878922123,0.0,4230.69948887825,,,,,,,,,,,,,,,,,,,,,7.666507992781537,6.074198749826989,17.164124528713554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,8.0,0.0,0.0,295.0,11.0,34.0,7097.0,0.0,68.97192139224866,68.97192139224866,0.0,4237.598845481873,,,,,,,,,,,,,,,,,,,,,23.176118621842644,19.254582800368492,58.90602787508966,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,8.0,0.0,0.0,317.0,12.0,22.0,7119.0,0.0,31.943713573785953,31.943713573785953,0.0,4242.6692752838135,,,,,,,,,,,,,,,,,,,,,8.717309245710371,10.015558393770455,29.95903169131029,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,8.0,0.0,0.0,350.0,13.0,33.0,7152.0,0.0,60.55790031137361,60.55790031137361,0.0,4249.536230802536,,,,,,,,,,,,,,,,,,,,,19.656460757569334,17.031595612887052,52.38779895011648,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,8.0,0.0,0.0,366.0,14.0,16.0,7168.0,0.0,23.67504034953051,23.67504034953051,0.0,4253.7249875068665,,,,,,,,,,,,,,,,,,,,,8.405634702005962,8.605215547409937,22.322335562420143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,8.0,0.0,0.0,392.0,15.0,26.0,7194.0,0.0,26.27210815710482,26.27210815710482,0.0,4259.414284706116,,,,,,,,,,,,,,,,,,,,,7.001039721993899,8.517552804737916,24.264168275943412,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,8.0,0.0,0.0,409.0,16.0,17.0,7211.0,0.0,9.103620158106027,9.103620158106027,0.0,4263.6049015522,,,,,,,,,,,,,,,,,,,,,3.4259941162564695,3.1406255739153828,8.482559878853491,0.05537071842997671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,8.0,0.0,0.0,438.0,17.0,29.0,7240.0,0.0,63.4487909988914,63.4487909988914,0.0,4269.1137816905975,,,,,,,,,,,,,,,,,,,,,27.31442590624879,19.172151444142216,53.14954338392968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,8.0,0.0,0.0,456.0,18.0,18.0,7258.0,0.0,24.78533311562318,24.78533311562318,0.0,4273.558638334274,,,,,,,,,,,,,,,,,,,,,8.452229552150891,7.968998793372399,23.19382734576252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,8.0,0.0,0.0,479.0,19.0,23.0,7281.0,0.0,28.88462540459085,28.88462540459085,0.0,4278.72093129158,,,,,,,,,,,,,,,,,,,,,9.998422720126532,8.767605190134168,26.2157433236076,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,8.0,0.0,0.0,516.0,20.0,37.0,7318.0,0.0,90.65579594444867,90.65579594444867,0.0,4285.94132733345,,,,,,,,,,,,,,,,,,,,,34.61084677933774,22.638292751000044,73.63938878292791,0.6020807208437904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,8.0,0.0,0.0,539.0,21.0,23.0,7341.0,0.0,19.21864928456488,19.21864928456488,0.0,4290.891536235809,,,,,,,,,,,,,,,,,,,,,4.187629521062723,5.99183594598551,18.319376536162473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,8.0,0.0,0.0,569.0,22.0,30.0,7371.0,0.0,48.1915127386327,48.1915127386327,0.0,4297.252979040146,,,,,,,,,,,,,,,,,,,,,20.365437137458358,13.313166661116446,40.2247582022484,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,8.0,0.0,0.0,608.0,23.0,39.0,7410.0,0.0,33.63078506693536,33.63078506693536,0.0,4304.843856811523,,,,,,,,,,,,,,,,,,,,,12.084222033257268,7.377880163454343,27.376655082563165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,8.0,0.0,0.0,636.0,24.0,28.0,7438.0,0.0,37.556826468017995,37.556826468017995,0.0,4310.771951913834,,,,,,,,,,,,,,,,,,,,,15.66214436841258,9.781774909798406,31.929424446169413,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,8.0,0.0,0.0,656.0,25.0,20.0,7458.0,0.0,33.27504880685407,33.27504880685407,0.0,4315.551863908768,,,,,,,,,,,,,,,,,,,,,12.879186712386195,10.536458216463645,30.313888833145125,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,8.0,0.0,0.0,677.0,26.0,21.0,7479.0,0.0,39.13334859279885,39.13334859279885,0.0,4320.152042627335,,,,,,,,,,,,,,,,,,,,,14.675068551829535,12.04133646440759,35.56979257282851,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,8.0,0.0,0.0,697.0,27.0,20.0,7499.0,0.0,27.574798463403724,27.574798463403724,0.0,4325.173391580582,,,,,,,,,,,,,,,,,,,,,9.106298261649474,8.868917121004841,25.605307000859472,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,8.0,0.0,0.0,713.0,28.0,16.0,7515.0,0.0,28.610512080768544,28.610512080768544,0.0,4329.050321102142,,,,,,,,,,,,,,,,,,,,,16.037325047017376,7.025627924299547,25.521455404142717,3.2381223475573737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,8.0,0.0,0.0,764.0,29.0,51.0,7566.0,0.0,101.13846087420015,101.13846087420015,0.0,4337.9170570373535,,,,,,,,,,,,,,,,,,,,,39.48841067493786,23.187746153620715,73.1065749778378,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,8.0,0.0,0.0,809.0,30.0,45.0,7611.0,0.0,82.38964127802933,82.38964127802933,0.0,4345.397191524506,,,,,,,,,,,,,,,,,,,,,29.582318706705312,23.22906663387869,64.33721678064698,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,8.0,0.0,0.0,838.0,31.0,29.0,7640.0,0.0,63.770804025619135,63.770804025619135,0.0,4351.291200637817,,,,,,,,,,,,,,,,,,,,,24.322807540804504,19.555460333523786,54.82272951672979,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,8.0,0.0,0.0,859.0,32.0,21.0,7661.0,0.0,37.08466501995905,37.08466501995905,0.0,4356.222004175186,,,,,,,,,,,,,,,,,,,,,12.896163530450846,12.200508811608216,34.03578912918864,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,8.0,0.0,0.0,882.0,33.0,23.0,7684.0,0.0,31.274665525046814,31.274665525046814,0.0,4361.2389369010925,,,,,,,,,,,,,,,,,,,,,9.146957875775488,10.071248138641993,28.98190116509496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,8.0,0.0,0.0,904.0,34.0,22.0,7706.0,0.0,34.042147117787934,34.042147117787934,0.0,4366.453912258148,,,,,,,,,,,,,,,,,,,,,11.371522852026832,10.744062458590603,31.219093072863604,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,8.0,0.0,0.0,930.0,35.0,26.0,7732.0,0.0,40.3718603221812,40.3718603221812,0.0,4371.549236297607,,,,,,,,,,,,,,,,,,,,,11.40297877327158,12.87721410151877,37.02718297364559,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,9.0,0.0,0.0,19.0,1.0,19.0,7751.0,0.0,35.08719913766748,35.08719913766748,0.0,4763.033147573471,,,,,,,,,,,,,,,,,,,,,18.43783356437631,8.7803485595017,30.74793637745908,2.815991727315385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,9.0,0.0,0.0,40.0,2.0,21.0,7772.0,0.0,29.397205027110278,29.397205027110278,0.0,4767.785449504852,,,,,,,,,,,,,,,,,,,,,10.958541387616805,10.281511358144662,26.74149242702567,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,9.0,0.0,0.0,64.0,3.0,24.0,7796.0,0.0,31.24502970114065,31.24502970114065,0.0,4772.836668014526,,,,,,,,,,,,,,,,,,,,,10.736823193602298,9.153261540130472,28.220024583414993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,9.0,0.0,0.0,80.0,4.0,16.0,7812.0,0.0,12.027393275425004,12.027393275425004,0.0,4777.021141767502,,,,,,,,,,,,,,,,,,,,,3.600967014575092,4.144963676751639,11.505744741608375,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,9.0,0.0,0.0,121.0,5.0,41.0,7853.0,0.0,82.02241450708954,82.02241450708954,0.0,4784.840445756912,,,,,,,,,,,,,,,,,,,,,27.976363931722844,20.73765445345285,66.80610238767294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,9.0,0.0,0.0,142.0,6.0,21.0,7874.0,0.0,35.73509192707261,35.73509192707261,0.0,4789.6549680233,,,,,,,,,,,,,,,,,,,,,14.022722118055055,9.673880705659784,32.27904296414262,2.76086063410459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,9.0,0.0,0.0,185.0,7.0,43.0,7917.0,0.0,47.299476565279285,47.299476565279285,0.0,4797.69441318512,,,,,,,,,,,,,,,,,,,,,18.56764745278268,9.35400287399644,36.40737350432574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,9.0,0.0,0.0,208.0,8.0,23.0,7940.0,0.0,31.94657718906841,31.94657718906841,0.0,4802.7647540569305,,,,,,,,,,,,,,,,,,,,,12.67953175332055,9.585823514692331,28.418293420776433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,9.0,0.0,0.0,243.0,9.0,35.0,7975.0,0.0,56.416214335101046,56.416214335101046,0.0,4809.453246593475,,,,,,,,,,,,,,,,,,,,,22.53287901909166,15.173947439961468,45.954755701077524,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,9.0,0.0,0.0,259.0,10.0,16.0,7991.0,0.0,24.378450822296838,24.378450822296838,0.0,4813.610095739365,,,,,,,,,,,,,,,,,,,,,8.441701842013899,8.14330457257091,23.038411069817307,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,9.0,0.0,0.0,276.0,11.0,17.0,8008.0,0.0,30.584144379093537,30.584144379093537,0.0,4819.239790439606,,,,,,,,,,,,,,,,,,,,,11.393047006817284,9.696700251883954,28.5283489833339,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,9.0,0.0,0.0,296.0,12.0,20.0,8028.0,0.0,26.488772310899485,26.488772310899485,0.0,4825.104144573212,,,,,,,,,,,,,,,,,,,,,8.404229822339529,8.246232504113024,24.70303626911039,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,9.0,0.0,0.0,339.0,13.0,43.0,8071.0,0.0,71.4823855521423,71.4823855521423,0.0,4833.202214241028,,,,,,,,,,,,,,,,,,,,,27.413939537180006,18.14775238212676,55.45146182654657,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,9.0,0.0,0.0,362.0,14.0,23.0,8094.0,0.0,35.71909390976668,35.71909390976668,0.0,4838.088943243027,,,,,,,,,,,,,,,,,,,,,15.581698474632901,11.111845726771993,31.274609431851722,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,9.0,0.0,0.0,404.0,15.0,42.0,8136.0,0.0,67.05155705526677,67.05155705526677,0.0,4846.320068120956,,,,,,,,,,,,,,,,,,,,,24.96583841343703,18.834350812356274,52.89812038939562,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,9.0,0.0,0.0,425.0,16.0,21.0,8157.0,0.0,36.19026404198246,36.19026404198246,0.0,4851.4744646549225,,,,,,,,,,,,,,,,,,,,,12.120518850965718,11.418669015685111,33.365766295373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,9.0,0.0,0.0,471.0,17.0,46.0,8203.0,0.0,94.59221917650528,94.59221917650528,0.0,4859.730952501297,,,,,,,,,,,,,,,,,,,,,30.97057719639411,24.16114827382624,75.46962911798117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,9.0,0.0,0.0,503.0,18.0,32.0,8235.0,0.0,73.75338066635011,73.75338066635011,0.0,4865.875389575958,,,,,,,,,,,,,,,,,,,,,25.706202217700348,21.815840039328634,63.29913535711189,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,9.0,0.0,0.0,525.0,19.0,22.0,8257.0,0.0,28.048245039988384,28.048245039988384,0.0,4871.096650362015,,,,,,,,,,,,,,,,,,,,,9.043979447509914,8.718154046762317,25.832906616826104,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,9.0,0.0,0.0,547.0,20.0,22.0,8279.0,0.0,24.203949532395686,24.203949532395686,0.0,4876.6275203228,,,,,,,,,,,,,,,,,,,,,6.6809768314835765,7.700040058157199,22.674356131831388,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
