Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
58,1.0,0.0,0.0,240.0,8.0,31.0,1824.0,0.1,97.2513258396784,0.0,0.0,318.6367928981781,,,,,,,,,,,,,,,,,,,,,44.67243121481586,26.424370652865743,85.09628830026062,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1.0,0.0,0.0,267.0,9.0,27.0,1851.0,0.1,78.25900000000003,0.0,0.0,322.2053875923157,,,,,,,,,,,,,,,,,,,,,35.95918207423563,21.3877759525228,69.94186393220728,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.0,0.0,0.0,293.0,10.0,26.0,1877.0,0.1,78.49506044903298,0.0,0.0,325.13582587242126,,,,,,,,,,,,,,,,,,,,,36.81387942605544,21.527453942393944,70.3228770515851,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1.0,0.0,0.0,360.0,11.0,67.0,1944.0,0.1,216.74320052836583,0.0,0.0,331.79811429977417,,,,,,,,,,,,,,,,,,,,,88.87836520349471,47.8174857794664,160.38638490156544,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1.0,0.0,0.0,391.0,12.0,31.0,1975.0,0.1,100.17458191262635,0.0,0.0,335.2050504684448,,,,,,,,,,,,,,,,,,,,,45.06601729669679,26.9283354844847,87.95440929563344,2.4314303803189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1.0,0.0,0.0,414.0,13.0,23.0,1998.0,0.1,67.00741008929059,0.0,0.0,338.0907301902771,,,,,,,,,,,,,,,,,,,,,31.52660932070335,18.69303085789003,60.96958468067422,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.0,0.0,0.0,440.0,14.0,26.0,2024.0,0.1,79.25479725280123,0.0,0.0,341.0068221092224,,,,,,,,,,,,,,,,,,,,,37.19677560197911,21.615935462199204,70.99646525485831,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.0,0.0,0.0,453.0,15.0,13.0,2037.0,0.1,43.06160123638359,0.0,0.0,342.71497535705566,,,,,,,,,,,,,,,,,,,,,23.899722250665345,12.19752190139415,40.76587832241311,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1.0,0.0,0.0,483.0,16.0,30.0,2067.0,0.1,90.7405433041314,0.0,0.0,346.0087933540344,,,,,,,,,,,,,,,,,,,,,41.85606696672003,24.647689948193275,79.77116948690477,2.449138530853586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1.0,0.0,0.0,510.0,17.0,27.0,2094.0,0.1,83.10375578259786,0.0,0.0,348.9686086177826,,,,,,,,,,,,,,,,,,,,,39.537228236690396,22.65213634491455,73.8993002333348,2.762587307012941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.0,0.0,0.0,547.0,18.0,37.0,2131.0,0.1,130.08799849036848,0.0,0.0,353.0745463371277,,,,,,,,,,,,,,,,,,,,,60.24500994666823,32.12202280121614,109.9860675544344,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1.0,0.0,0.0,577.0,19.0,30.0,2161.0,0.1,103.99490894449019,0.0,0.0,356.3978307247162,,,,,,,,,,,,,,,,,,,,,49.184696656231374,27.133555438510665,91.05142327070784,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.0,0.0,0.0,590.0,20.0,13.0,2174.0,0.1,42.06237697904446,0.0,0.0,358.1219244003296,,,,,,,,,,,,,,,,,,,,,23.407704379258277,11.763522244205138,39.81162678271695,3.7875764658431024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1.0,0.0,0.0,628.0,21.0,38.0,2212.0,0.1,111.76300000000006,0.0,0.0,362.0926797389984,,,,,,,,,,,,,,,,,,,,,48.879481330550355,28.789770462858158,95.08090714660837,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.0,0.0,0.0,656.0,22.0,28.0,2240.0,0.1,82.50800000000004,0.0,0.0,365.17279529571533,,,,,,,,,,,,,,,,,,,,,38.36784894366262,22.412914615412184,73.22212253420513,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1.0,0.0,0.0,698.0,23.0,42.0,2282.0,0.1,139.79674486528168,0.0,0.0,369.71063351631165,,,,,,,,,,,,,,,,,,,,,60.81027366072563,35.596799088626284,116.5762982632149,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.0,0.0,0.0,731.0,24.0,33.0,2315.0,0.1,107.4114035211606,0.0,0.0,373.29234051704407,,,,,,,,,,,,,,,,,,,,,49.66186533461041,28.33022869636158,92.87112331470166,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.0,0.0,0.0,745.0,25.0,14.0,2329.0,0.1,46.16848448455263,0.0,0.0,375.0728328227997,,,,,,,,,,,,,,,,,,,,,25.247764306857015,13.073971698497227,43.49943626323093,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.0,0.0,0.0,809.0,26.0,64.0,2393.0,0.1,178.454708852642,0.0,0.0,381.56181955337524,,,,,,,,,,,,,,,,,,,,,71.75316419659273,37.69549569508579,135.22363408511634,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1.0,0.0,0.0,849.0,27.0,40.0,2433.0,0.1,129.9473659332406,0.0,0.0,385.76798820495605,,,,,,,,,,,,,,,,,,,,,57.82854596813213,33.41387251896185,108.98474395060472,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.0,0.0,0.0,884.0,28.0,35.0,2468.0,0.1,113.09743401616005,0.0,0.0,389.6455943584442,,,,,,,,,,,,,,,,,,,,,51.121197576029004,30.138269913818636,97.13806230440758,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1.0,0.0,0.0,905.0,29.0,21.0,2489.0,0.1,62.005999999999986,0.0,0.0,391.98577523231506,,,,,,,,,,,,,,,,,,,,,30.0796276323304,17.50036672081699,56.81999611999859,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.0,0.0,0.0,932.0,30.0,27.0,2516.0,0.1,81.06995510375742,0.0,0.0,395.0808663368225,,,,,,,,,,,,,,,,,,,,,36.824664289575814,22.125923510886658,72.57146795793484,2.601901832731243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1.0,0.0,0.0,960.0,31.0,28.0,2544.0,0.1,89.14180590290951,0.0,0.0,398.165367603302,,,,,,,,,,,,,,,,,,,,,40.621946833192695,24.2643185448086,79.3466593098822,2.6355814502860544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.0,0.0,0.0,1002.0,32.0,42.0,2586.0,0.1,133.19717735014365,0.0,0.0,402.86110496520996,,,,,,,,,,,,,,,,,,,,,56.52114910469126,33.70854085414583,111.6807414816583,2.5623243200232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1.0,0.0,0.0,1065.0,33.0,63.0,2649.0,0.1,189.4813188070441,0.0,0.0,409.2155668735504,,,,,,,,,,,,,,,,,,,,,76.8488345270685,40.677595457927836,143.9307754871859,2.4602315209319103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.0,0.0,0.0,1097.0,34.0,32.0,2681.0,0.1,99.25450657058255,0.0,0.0,412.70640087127686,,,,,,,,,,,,,,,,,,,,,45.54368662372272,26.29331128151512,86.39988455360805,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.0,0.0,0.0,1111.0,35.0,14.0,2695.0,0.1,45.94596772712643,0.0,0.0,414.41496419906616,,,,,,,,,,,,,,,,,,,,,25.178779285851743,12.854851416403363,43.28225551179184,3.625562188440294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1.0,0.0,0.0,1144.0,36.0,33.0,2728.0,0.1,103.05145802690069,0.0,0.0,417.96624088287354,,,,,,,,,,,,,,,,,,,,,47.57434679591224,27.44301083783207,89.1255214613301,2.543849531826469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1.0,0.0,0.0,1173.0,37.0,29.0,2757.0,0.1,90.74574024087615,0.0,0.0,421.3339705467224,,,,,,,,,,,,,,,,,,,,,42.823377559559376,24.64366226984676,79.91731532354237,2.6456501121763516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.0,0.0,0.0,1215.0,38.0,42.0,2799.0,0.1,150.31441016583,0.0,0.0,425.7562253475189,,,,,,,,,,,,,,,,,,,,,67.88308801406161,36.42710014205126,124.27661789605563,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1.0,0.0,0.0,1244.0,39.0,29.0,2828.0,0.1,100.4741872036437,0.0,0.0,428.9839904308319,,,,,,,,,,,,,,,,,,,,,48.414604484354975,25.93197124564193,88.18891123679289,3.535341185315877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.0,0.0,0.0,1259.0,40.0,15.0,2843.0,0.1,48.996710243688455,0.0,0.0,430.95694160461426,,,,,,,,,,,,,,,,,,,,,26.649013554514838,13.72852540866233,45.9130274569036,3.5168441916804327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1.0,0.0,0.0,1304.0,41.0,45.0,2888.0,0.1,139.75700000000003,0.0,0.0,435.6489164829254,,,,,,,,,,,,,,,,,,,,,61.180032332440916,34.733604715762915,114.50462753841603,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.0,0.0,0.0,1331.0,42.0,27.0,2915.0,0.1,78.75800000000002,0.0,0.0,438.80328822135925,,,,,,,,,,,,,,,,,,,,,36.46767231696054,21.63285937693681,70.31091569678672,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1.0,0.0,0.0,1376.0,43.0,45.0,2960.0,0.1,147.12163906788285,0.0,0.0,443.446631193161,,,,,,,,,,,,,,,,,,,,,63.68291648337613,37.08723406666578,120.86963233380625,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.0,0.0,0.0,1410.0,44.0,34.0,2994.0,0.1,104.00700000000003,0.0,0.0,447.14773631095886,,,,,,,,,,,,,,,,,,,,,47.27134869780666,27.288737199076174,89.72017288311984,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1.0,0.0,0.0,1423.0,45.0,13.0,3007.0,0.1,43.22676582565981,0.0,0.0,448.9931871891022,,,,,,,,,,,,,,,,,,,,,23.81453737836961,12.377056335899692,40.945695303001486,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.0,0.0,0.0,1430.0,46.0,7.0,3014.0,0.1,21.24473897125215,0.0,0.0,450.354341506958,,,,,,,,,,,,,,,,,,,,,13.514957566749896,6.111417620300426,20.710837610019038,3.6060074672691544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1.0,0.0,0.0,1475.0,47.0,45.0,3059.0,0.1,145.21719550289126,0.0,0.0,455.0004811286926,,,,,,,,,,,,,,,,,,,,,63.34952992621802,36.361573534466416,119.07959089490164,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.0,0.0,0.0,1504.0,48.0,29.0,3088.0,0.1,90.49947985407589,0.0,0.0,458.29955983161926,,,,,,,,,,,,,,,,,,,,,42.236105658042575,24.214255293349602,79.83982166436434,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1.0,0.0,0.0,1551.0,49.0,47.0,3135.0,0.1,139.01600000000008,0.0,0.0,463.14685106277466,,,,,,,,,,,,,,,,,,,,,58.44871537284825,34.30700499268293,113.80992120677615,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.0,0.0,0.0,1576.0,50.0,25.0,3160.0,0.1,72.75800000000001,0.0,0.0,465.88105154037476,,,,,,,,,,,,,,,,,,,,,34.09862345467331,20.188185039781786,65.53754120633776,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2.0,0.0,0.0,54.0,1.0,54.0,3214.0,0.1,162.1816203462835,0.0,0.0,600.058833360672,,,,,,,,,,,,,,,,,,,,,67.29446710929113,37.105759081002795,128.3977227908031,2.342624408697752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2.0,0.0,0.0,105.0,2.0,51.0,3265.0,0.1,153.26399986700258,0.0,0.0,605.2487254142761,,,,,,,,,,,,,,,,,,,,,64.11267996917285,37.10408451286399,123.01452207195624,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2.0,0.0,0.0,155.0,3.0,50.0,3315.0,0.1,166.7745468706334,0.0,0.0,610.541894197464,,,,,,,,,,,,,,,,,,,,,69.55083414206106,41.05732111367829,134.6792468111446,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2.0,0.0,0.0,189.0,4.0,34.0,3349.0,0.1,102.00374085167894,0.0,0.0,614.2470235824585,,,,,,,,,,,,,,,,,,,,,45.05383527423246,26.79812881315552,88.44550235531055,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2.0,0.0,0.0,202.0,5.0,13.0,3362.0,0.1,43.538094483516566,0.0,0.0,615.9381439685822,,,,,,,,,,,,,,,,,,,,,24.20103940605464,12.427059028342333,41.21207974770886,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2.0,0.0,0.0,217.0,6.0,15.0,3377.0,0.1,48.16853371438688,0.0,0.0,617.8389749526978,,,,,,,,,,,,,,,,,,,,,26.217755473927195,13.508740287877016,45.13403774441159,3.2992476705356193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2.0,0.0,0.0,247.0,7.0,30.0,3407.0,0.1,91.33851183678458,0.0,0.0,621.0976645946503,,,,,,,,,,,,,,,,,,,,,41.8396993789357,24.845487555024338,80.38628917774088,2.4726796896443837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2.0,0.0,0.0,293.0,8.0,46.0,3453.0,0.1,142.04582226170362,0.0,0.0,626.1373603343964,,,,,,,,,,,,,,,,,,,,,59.89614135107165,33.654340866628665,116.8182810327626,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2.0,0.0,0.0,324.0,9.0,31.0,3484.0,0.1,104.13695144450527,0.0,0.0,629.5480542182922,,,,,,,,,,,,,,,,,,,,,49.79481251136022,26.586418983178028,90.50154021628772,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2.0,0.0,0.0,336.0,10.0,12.0,3496.0,0.1,38.432524864055765,0.0,0.0,631.1639959812164,,,,,,,,,,,,,,,,,,,,,21.560180819437445,11.15590455954956,36.573108015226275,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2.0,0.0,0.0,414.0,11.0,78.0,3574.0,0.1,237.12744407314722,0.0,0.0,638.9197196960449,,,,,,,,,,,,,,,,,,,,,89.55985095312812,51.704171329395216,170.6670343125264,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2.0,0.0,0.0,440.0,12.0,26.0,3600.0,0.1,75.00800000000001,0.0,0.0,641.9996454715729,,,,,,,,,,,,,,,,,,,,,34.9703332756973,20.64236134541536,67.25406932794478,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2.0,0.0,0.0,477.0,13.0,37.0,3637.0,0.1,108.76100000000005,0.0,0.0,645.8106894493103,,,,,,,,,,,,,,,,,,,,,47.71487160583833,28.476130110392386,92.95632844183231,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2.0,0.0,0.0,508.0,14.0,31.0,3668.0,0.1,91.75800000000004,0.0,0.0,649.1586546897888,,,,,,,,,,,,,,,,,,,,,41.93505140524822,24.735089820525587,80.35724320413534,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2.0,0.0,0.0,523.0,15.0,15.0,3683.0,0.1,48.9877926667469,0.0,0.0,650.9868927001953,,,,,,,,,,,,,,,,,,,,,26.7320105282325,13.676745754932696,45.8912264947577,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2.0,0.0,0.0,563.0,16.0,40.0,3723.0,0.1,121.45079541710516,0.0,0.0,655.2837646007538,,,,,,,,,,,,,,,,,,,,,51.82909853242709,31.355139312209342,102.7641628447447,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2.0,0.0,0.0,602.0,17.0,39.0,3762.0,0.1,123.2146782677241,0.0,0.0,659.3412549495697,,,,,,,,,,,,,,,,,,,,,54.01608230994682,31.681170626182077,104.22243257508904,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2.0,0.0,0.0,635.0,18.0,33.0,3795.0,0.1,102.97344329885699,0.0,0.0,662.9608716964722,,,,,,,,,,,,,,,,,,,,,46.607364267823634,27.019095751516492,89.3715060610909,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2.0,0.0,0.0,656.0,19.0,21.0,3816.0,0.1,59.75799999999998,0.0,0.0,665.3317320346832,,,,,,,,,,,,,,,,,,,,,28.425191590416734,16.93332415184311,54.880838451191195,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.0,0.0,0.0,757.0,20.0,101.0,3917.0,0.1,334.03640702498444,0.0,0.0,675.0658001899719,,,,,,,,,,,,,,,,,,,,,119.50661794689887,65.6585619941548,217.666281908598,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2.0,0.0,0.0,825.0,21.0,68.0,3985.0,0.1,224.0852929136576,0.0,0.0,682.1580817699432,,,,,,,,,,,,,,,,,,,,,88.24602707906334,50.38663220799151,167.4094424037286,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2.0,0.0,0.0,877.0,22.0,52.0,4037.0,0.1,171.40988605078448,0.0,0.0,687.5653674602509,,,,,,,,,,,,,,,,,,,,,71.97175295939866,41.08355093540732,136.7050040933549,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2.0,0.0,0.0,921.0,23.0,44.0,4081.0,0.1,137.00024687183964,0.0,0.0,692.0965070724487,,,,,,,,,,,,,,,,,,,,,59.360982783412176,34.414722112698925,113.1327562974576,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2.0,0.0,0.0,958.0,24.0,37.0,4118.0,0.1,119.20134932651816,0.0,0.0,695.9683694839478,,,,,,,,,,,,,,,,,,,,,54.108969655934516,30.007125113891604,101.19480721744962,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2.0,0.0,0.0,972.0,25.0,14.0,4132.0,0.1,45.026941067441506,0.0,0.0,697.7332117557526,,,,,,,,,,,,,,,,,,,,,24.553808452079398,12.721249940572738,42.43384132654871,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2.0,0.0,0.0,1003.0,26.0,31.0,4163.0,0.1,98.0433653327438,0.0,0.0,701.2810769081116,,,,,,,,,,,,,,,,,,,,,46.39228828208337,26.0803254396976,85.3604284922946,2.6843628021788764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2.0,0.0,0.0,1029.0,27.0,26.0,4189.0,0.1,77.96859964407203,0.0,0.0,704.2946636676788,,,,,,,,,,,,,,,,,,,,,36.7645688352352,21.55291613234753,69.79880802664101,2.4403067168046335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.0,0.0,0.0,1070.0,28.0,41.0,4230.0,0.1,121.69769335693009,0.0,0.0,708.5809602737427,,,,,,,,,,,,,,,,,,,,,51.483714409865584,30.804613272853892,102.63174211701372,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2.0,0.0,0.0,1099.0,29.0,29.0,4259.0,0.1,89.25579597968323,0.0,0.0,711.7381806373596,,,,,,,,,,,,,,,,,,,,,41.49742244004389,23.921463563410573,78.78945359868429,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2.0,0.0,0.0,1111.0,30.0,12.0,4271.0,0.1,38.798779865088584,0.0,0.0,713.3445944786072,,,,,,,,,,,,,,,,,,,,,21.894883894481477,11.102195030666287,36.905819607948985,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2.0,0.0,0.0,1154.0,31.0,43.0,4314.0,0.1,127.01200000000006,0.0,0.0,718.0393364429474,,,,,,,,,,,,,,,,,,,,,54.511098375969986,32.170331948506416,105.67516345100795,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2.0,0.0,0.0,1178.0,32.0,24.0,4338.0,0.1,67.75899999999999,0.0,0.0,720.7818200588226,,,,,,,,,,,,,,,,,,,,,31.794300819673463,18.778169710381366,61.349217226077286,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2.0,0.0,0.0,1219.0,33.0,41.0,4379.0,0.1,131.80144893293084,0.0,0.0,725.0422461032867,,,,,,,,,,,,,,,,,,,,,56.97107093124854,33.39924018560717,110.64514830233537,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2.0,0.0,0.0,1246.0,34.0,27.0,4406.0,0.1,83.36926067466996,0.0,0.0,728.0446231365204,,,,,,,,,,,,,,,,,,,,,38.12852368057571,22.739005863092903,74.55826883064428,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2.0,0.0,0.0,1258.0,35.0,12.0,4418.0,0.1,39.42451228498879,0.0,0.0,729.8105754852295,,,,,,,,,,,,,,,,,,,,,22.24137993814439,11.17190419896853,37.501833172545105,3.8442631529457136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2.0,0.0,0.0,1314.0,36.0,56.0,4474.0,0.1,180.0450732167377,0.0,0.0,735.4266405105591,,,,,,,,,,,,,,,,,,,,,75.16256474901282,42.15195290588572,140.75506270512236,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2.0,0.0,0.0,1366.0,37.0,52.0,4526.0,0.1,168.3093012662233,0.0,0.0,740.6391928195953,,,,,,,,,,,,,,,,,,,,,71.76634716782392,40.303717769584935,133.65044458622054,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2.0,0.0,0.0,1402.0,38.0,36.0,4562.0,0.1,114.61348292139654,0.0,0.0,744.4778134822845,,,,,,,,,,,,,,,,,,,,,50.13047436004434,30.372838332208357,98.52720350145957,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2.0,0.0,0.0,1488.0,39.0,86.0,4648.0,0.1,218.0670000000003,0.0,0.0,752.8740286827087,,,,,,,,,,,,,,,,,,,,,80.7456931749778,41.69993537549586,151.64340768239884,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.0,0.0,0.0,1513.0,40.0,25.0,4673.0,0.1,73.25788995253977,0.0,0.0,755.8993895053864,,,,,,,,,,,,,,,,,,,,,34.17450159518034,20.39424390279272,66.0282262562439,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2.0,0.0,0.0,1557.0,41.0,44.0,4717.0,0.1,142.6045288368469,0.0,0.0,760.5121600627899,,,,,,,,,,,,,,,,,,,,,61.819616771044245,35.816996619121895,117.74706403182067,2.430345526647282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2.0,0.0,0.0,1590.0,42.0,33.0,4750.0,0.1,102.17295790208706,0.0,0.0,763.9940683841705,,,,,,,,,,,,,,,,,,,,,45.00036122509733,27.19372534974816,89.09584603387908,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2.0,0.0,0.0,1635.0,43.0,45.0,4795.0,0.1,144.33664330074126,0.0,0.0,768.7055077552795,,,,,,,,,,,,,,,,,,,,,61.10484917609138,36.435134805150135,119.21177550403024,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2.0,0.0,0.0,1659.0,44.0,24.0,4819.0,0.1,72.93658066991091,0.0,0.0,771.5225179195404,,,,,,,,,,,,,,,,,,,,,33.599498131743296,20.39690707398432,66.18987972481635,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2.0,0.0,0.0,1674.0,45.0,15.0,4834.0,0.1,49.38827025404881,0.0,0.0,773.7038335800171,,,,,,,,,,,,,,,,,,,,,26.693525850694098,13.953143222341394,46.305725310115996,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2.0,0.0,0.0,1699.0,46.0,25.0,4859.0,0.1,77.42579925928737,0.0,0.0,776.5042524337769,,,,,,,,,,,,,,,,,,,,,37.36916841489138,21.371471416967854,69.46587813035869,2.711281872221903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2.0,0.0,0.0,1740.0,47.0,41.0,4900.0,0.1,116.9901827727727,0.0,0.0,780.839438199997,,,,,,,,,,,,,,,,,,,,,49.693861645295634,29.415200329492098,98.57738955025145,2.5668908520054683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2.0,0.0,0.0,1808.0,48.0,68.0,4968.0,0.1,200.79489768623827,0.0,0.0,787.7584731578827,,,,,,,,,,,,,,,,,,,,,81.52607314199257,41.30510458475906,148.30850724383555,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
